,Name,Place,Number of Review(s),Date,Stars,Title,Review
1216,Amanda,AU,13 reviews,"Saturday, March 6, 2021, 12:40:18 AM",1,Used to be better.,"I've been using Airbnb for many years and have had mostly good experiences but I think recently they've gone downhill. I'm currently in Vietnam and Airbnb's can be hit and miss here. There are a few hosts here that have no idea how to be hosts and don't care what the room looks like, they just want the money. One place I booked looked good in pictures but when I arrived the place was awful. I had to clean it on arrival. When I contacted customer service they pretty much told me they didn't believe me because I hadn't taken any photos. Luckily I could cancel and get a refund so I left and booked a hotel on Booking.com. I'm going to try and not use Airbnb as much in the future. They only look out for hosts, not guests."
1217,Nicole Landry,US,1 review,"Friday, March 5, 2021, 10:38:16 PM",1,Extremely disappointed in the new restrictions…,"Extremely disappointed in the new age restrictions put in place. I am 22 years old, my boyfriend and I have used airbnb many times over the years. Recently, we went to make a reservation and were told it was not possible because we are both under the age of 25. Considering we follow the rules and always leave the place as tidy as we found it, I am extremely disheartened by this restriction and will not be using Airbnb in the future for any of my vacations."
1218,Paul Bossie,IQ,1 review,"Friday, March 5, 2021, 09:10:21 PM",1,So far not impressed,So far not impressed. Tried two places same town same dated both hosts slmply ignored  the request. Just to double the rates. Screw that bs ill stay in a hotel at least they dont ignore you just to charge more.
1219,Sana R,GB,1 review,"Thursday, March 4, 2021, 01:04:52 PM",1,Airbnb hosts are theives!,"Do not use Airbnb! The listings look great but many of the hosts mislead you, and do not give the full info and take your money! If there are any issues with the hosts, airbnb do not support you. I booked an entire flat. When I told the host I would have visitors (just during the day), he tried to charge me more money. Juan at airbnb support said the host can’t charge and that he would cancel the booking for me, so I stayed somewhere else via hotels.com (who are wonderful). Juan didn’t cancel the booking and I lost my money. Then I complained to Angelo and Renart. Nobody helped me and I lost all of my money even though I didn’t stay there! I’ve read that the hosts take deposits and find ways of keeping them. Airbnb support is terrible, they don’t care about customers, only their hosts, don’t use them! Go for a proper website like hotels.com or travel republic. You never know what you’re gona get with airbnb. If you will stay somewhere with airbnb, my only advice is to ask the host everything you can think of in advance, don’t book until you are convinced the host is a fair and reasonable person! Otherwise you will not get a penny back!"
1220,Jennifer Maslin,GB,2 reviews,"Thursday, March 4, 2021, 01:02:58 PM",1,POOR CUSTOMER SERVICE,"Weve never had any issues for years, then just when we expected great customer service they let us down. A good company is only as good as its customer service and I'm afraid they've lost our custom. Dont use them is my recommendation."
1221,Shoo Wapp,US,1 review,"Thursday, March 4, 2021, 03:01:23 AM",1,Company has shady acts!,Company has shady acts!Dishonest!Will send you trouble and won't be able to remove it. Only police helped!Customer service is a shame! No respect for host or guest.Mislead the host!Abnb shame on you!
1222,Nina B,US,2 reviews,"Wednesday, March 3, 2021, 11:49:34 PM",1,Scammers !!!!!,Scammers !!!!!!   Overpriced junk... u can find a nice 3 star hotel room for half the price of their gross room !!
1223,Richard,GB,9 reviews,"Wednesday, March 3, 2021, 10:43:22 PM",1,Made a booking... cant pay!,"Made a booking... but payment declined on my usual credit card... I can see pre-auth on statement, but no payment taken, displays ""server error, cannot take payment"".Kept trying... no! Gave it a couple of hours... no! Different credit card... no! Paypal... no! Tried a debit card in Paypal... no! Tried app.. no! Tried app Paypal... no! Tried wireless off... no! Tried logging off, logging on..no! Running out of options...Now getting multiple verification checks... sends verification codes that when I type in says are incorrect...What a complete pile of s@@@! Still can't pay... no way to contact and resolve... useless, useless,useless company!"
1224,Administration Account,US,1 review,"Wednesday, March 3, 2021, 06:00:07 PM",1,DO NOT USE AIRBNB,DO NOT USE AIRBNB! THESE PEOPLE ARE RIPPING OFF INNOCENT PEOPLE. I COMPLAINED TO THE HOST AND AIRBNB THAT THE AREA OF THE PLACE DOES NOT LOOK SAFE AND WANTED TO CANCEL AND THEY STILL CHARGED ME! JUST RIDICULOUS. YOU HAVE BEEN WARNED DO NOT USE THEM AT ALL.
1225,JD JD,US,1 review,"Wednesday, March 3, 2021, 03:08:12 PM",1,Airbnb is the most fraudulent company I…,"Airbnb is the most fraudulent company I ever dealt with. They do not follow their own cancellation policy and make up excuse after excuse. When you quote the policy, they say “well as of today, we actually have changed our policy so your complaint is not valid”.Frauds. Frauds. Frauds. Stay far far away. Airbnb needs to be shut down.mAlso, do not stay with Michael and Deborah in Austin, TX. Robbed us of $850 and said “good luck” getting it back. Scam!"
1226,Tara Brown,GB,14 reviews,"Wednesday, March 3, 2021, 01:47:07 AM",1,They cancelled my reservation and will…,They cancelled my reservation and will not refund me!!!! Had an email to say cancelled & refunded. After not getting this back I contacted them & they said contact my bank - they’ve cancelled the reservation (it’s free cancellation so I can’t go in and do anything anyway though as shows as cancelled) but they will not give me money back
1227,LM PS,US,2 reviews,"Tuesday, March 2, 2021, 11:50:09 PM",1,Host asked us to leave early and still got paid!!,"Host was having a bad week and asked us to leave her home a day early.  We did and had to stay in a hotel.  I contacted Airbnb and told them what happened.  They said they could reimburse me 50% of the hotel cost.  I was asking for the cost of the hotel less the amount it would cost me to stay the night at the airbnb.  I got a message from airbnb they would reimburse only $22.28 ... it should have been $36.63 (at 50%).  Then I had to set up a payout method.  They won't credit my card back.  Here are your choices: Payout methods in United StatesBank Transfer in USDGet paid in 5–7 business daysWeekends and holidays may extend processing timeNo feesPayPal in USDGet paid in 3–4 hoursConnect your existing PayPal account.May include feesPayoneer Prepaid Debit MasterCard in USDGet paid in 3–4 hoursA physical card will be mailed to you after creating your Payoneer Prepaid Debit MasterCard account. Existing accounts may also be used.May include feesThey make it difficult and allow hosts to lie, cheat and steal.  My host kept trying to get me to pay her under the table and not renew with airbnb.  Yet airbnb supports her!"
1228,AIM CARPET CARE,US,1 review,"Tuesday, March 2, 2021, 01:45:08 PM",1,"Very unhappy, unprofessional",I was completely unhappy with the way they do business. I booked through them for Daytona Bike Week several weeks in advance. 3 days before the event in which they are pretty much booked everywhere I get a late-night text message saying they canceled me and sent me back my refund with no explanation. So therefore I panicked and struggle to find something to be able to stay or cancel my trip. I ended up finding something that cost double in price pretty much my only option. So I'm going to try to make the best of the trip but I'm extremely upset with this company and also the property owner... Odette.. I would hardly stay away from her. Completely rude and unfair and unprofessional
1229,zara mathew,US,1 review,"Monday, March 1, 2021, 08:03:59 PM",1,Air bnb allows scammers to scam you…,Air bnb allows scammers to scam you through holes in their policy. They won’t give you a cash refund like other sites so be careful; this is a pattern i’ve noticed
1230,Roland Madsen,DK,15 reviews,"Monday, March 1, 2021, 07:46:00 PM",1,No cash refund,"No cash refund, instead only a voucher. Really bad terms airbnb has. I will never use them again or recommend them."
1231,Eva Parfitt,GB,2 reviews,"Monday, March 1, 2021, 02:20:52 PM",1,Host ignoring messages and calls,"I booked to go to Berlin this April for my boyfriends birthday and I paid half the money towards the accommodation. However, due to the current situation with the virus, our flights got cancelled. I tried to message the host to either get a refund or change the dates of our trip. The host has ignored all messages and calls from myself and air bnb about this and air bnb have kindly said without his permission there is no way of me getting my money back. So now as this man is chosing to ignore all communication from me, he is able to keep my money and air bnb have approved that. Absolutely shocking, I will not be booking anything through this site again"
1232,Clayton Cross,AU,8 reviews,"Monday, March 1, 2021, 06:40:47 AM",1,Airbnb Delete negative reviews - do not be fooled.,"I purchased accommodation on Airbnb and within about 30 minutes canceled. Covid rules changed in that time for travel. I sought a refund of full amount. Airbnb firstly double charged me then secondly gave a partial refund. No communications at all. I then wrote a review on their website detailing what had happened to me - in essence, a complete lack of communications. No issue I was happy with losing the money they are a big company. Then they now write to me and say that the review contravenes their policy. Which it doesn't - it is just a negative review - in essence, they are misleading the public with their reviews if they do not allow honest assessments up there. Nothing wrong with the review except it was 1-star because I actually had a negative experince."
1233,William Griffin,US,1 review,"Sunday, February 28, 2021, 10:14:04 PM",1,Air BNB is shameful,"Here’s the story; 4 days before we were to arrive in Whitefish MT we received an email from Air BNB saying our host had cancelled and offered a $250 credit (but it had to be used within 30 days and could not be applied to a rental that was less). We were lucky that we were able to find a dog friendly place, but not nearly as nice as the first place (and the credit could not be applied).I emailed the owner who told me he had this problem numerous times with Air BNB. I asked him to call me to explain but air BNB blocks phone numbers. When we arrived in Whitefish I went to the house and knocked on the door to find out info from the people that were renting (thinking that maybe it was double booked thru VRBO or some other outfit). They had booked approx 2 weeks before us. Clearly this was a technical issue; presumably Air BNB fault. I have had numerous conversations with them and the only answer they have is “sorry” taking no responsibility. I will never book thru them again. They are a shameful company with no accountability."
1234,Isabel Rivera,US,1 review,"Sunday, February 28, 2021, 06:55:16 PM",1,Review fraud,"I was traveling for work, was scheduled to be in NYC for 3 months. I had a horrible experience with my airb&b host. I reviewed her with pictures to back up my concerns. Airbnb reached out to me, they wanted to make it right. They refunded me 20% of my stay which made me feel better about the entire thing. The host was removed from airbnb so I was not able to see my review. Months later I went on the site again and the same host is back on there, exactly as before but my horrible review of that listing warning others about my concerns nowhere on the site. They excluded my review and put her back on there. I found out that airbnb tells their hosts that they only want excellent reviews, nothing less. So they gave her a time out and then back she goes. I don't trust the airbnb reviews at all."
1235,Lucy Abi,GB,4 reviews,"Sunday, February 28, 2021, 07:15:44 AM",1,Hosts are prejudice and Airbnb are complicit With this,"I booked a stay and communicated well with the host and they said they couldn’t wait welcome us on the dates we want to book. Off the back of the conversation, I booked the apartment. Less than 24 hours later, it’s cancelled because they said for the period I want it’s ‘4 night minimum stay’ which is not the rule on their listing. So I contact air bnb who then tell me the host said they felt it was a risk to covid and that’s why the cancelled. My question is, they knew I was booking and none of the other dates are blocked on the calendar except the dates I’ve booked so if you feel covid is a risk why are you accepting bookings? That’a not the reason. Something not a lot of people realise beforehand is the host can’t see your picture or anything until you book and all of a sudden they see your details and then cancel based on what they think they know of you. Air BnB don’t seem to help with this because they don’t take note of pattern of behaviour for Airbnb hosts either. This is why they get so many complaints because the hosts are allowed to do what they want and I get it’s their homes but unless we have bad reviews as customers or are blacklisted, there’s no reason for hosts to be able to select who they want based on looks or perception.  This has happened 3 times on the platform with hosts telling me I look too young and they don’t want to risk parties etc (I’m in my 30s) or another who said they are concerned about potential damage that may be made... from what evidence or reason other than my profile picture do you have to make these bloody assumptions?? Airbnb do better, I’m embarrassed for you at this point and this is exactly how booking.com get your customers."
1236,Tyler Lane,US,2 reviews,"Monday, March 22, 2021, 06:43:02 PM",2,"Airbnb ""resolution center"" useless","Update 22-MAR-2021It took several weeks but persistence paid off. We were refunded more than 1/2 the cost via PayPal. I don't know if PayPal chose to refund it or if it came through Airbnb. But I would recommend using PayPal.We recently rented a home* in Ludlow, VT. It claimed to be 4 bedrooms but was only two. It had a $170 cleaning fee but had 30 bags of trash (i.e. weeks of trash) at the front door when we checked-in. There was zero maintenance done to the front - only entry - walkway which was all ice. When we tried to contact the owner/host we received no response. Then, prior to checkout we used ""resolution center"" to try to contact the owner/host. This was a waste of time as the response from Airbnb was, essentially, ""too bad"". They stated that its up to the owner to provide any refund. In other words, Airbnb offers zero assistance after you use their site to find a decent and clean place to sleep. We have now opened a dispute via PayPal but that will take some time. And then we may have to dispute the charge through the credit card... Anyway, I can only recommend you use this ""service"" if everything is completely up front and the owner/host is someone trustworthy.*the home was 227 Preedom Hill Road S, Ludlow, VT. Suggest you stay away..."
1237,Joel from Michigan,US,2 reviews,"Saturday, February 27, 2021, 01:39:19 PM",1,"WARNING: Take the refund, not the credit","WARNING: if you are offered a refund or a credit for future booking, take the refund. When the pandemic lockdown hit, I had to cancel a booking and was given that option. Since I'd used Airbnb often for four years, and I knew that everyone in the industry was hurting for cash, I took the credit.Last week, when I went to book using the credit, the site asked me to upload a government ID, which they'd never requested previously. That's something I never do, for privacy reasons. Their automated algorithm didn't accept an ID with information (like passport number) blocked out. Support wouldn't help out, or refund the credit, because I'd originally made the ""choice"" to take the credit. So eventually the credit will expire, and Airbnb will keep the money."
1238,Jessica Marshall,AU,7 reviews,"Saturday, February 27, 2021, 08:45:17 AM",1,Airbnb is hiding bad guests on their…,"Airbnb is hiding bad guests on their platform. They are happy to quickly remove a review that's not great for a guest that has been very difficult abusive and clearly a malignant narcissistic type personality that caused many problemsvtobthe host and the conversations were clear and the situation would be clear if they did their proper research on their own platform. Though instead they accept the bad guests request for their bad review to be removed but the superhost is left with a spiteful and clearly nasty and biased and untrue review from the bad guest. Which Airbnb refuses to remove and gives no true intellectual reasons to why the clear policy breaches in the bad guests review is chosen to be left up over reasonable review to the bad guest, the review gets removed? I believe they are trying to keep people circulating and booking places despite the risk involved with on sending a obviously bad and difficult guest to another good superhost all because Airbnb has become greedy. 6 years as a supper host over 350 good reviews, and Airbnb has gone down hill in management of upholding their own review and privacy policy"
1239,Jennifer Durand,US,2 reviews,"Saturday, February 27, 2021, 05:15:18 AM",1,I booked an apartment in Mexico for 2…,"I booked an apartment in Mexico for 2 weeks. Long story short, the apartment did not have all of the amenities listed in the AirBnB profile. So, I let the host know I would not stay and requested a full refund from him. I moved out the same day I moved in, and scrambled to find another place to stay last minute. The first night I stayed in a hotel. The second night I found another AirBnB place, where I was charged another service fee, for the remaining the vacation. The third day, I contacted  customer service to get my refund. They refused to reimburse the service fee of $200 because I missed their arbitrary deadline of requesting the refund. Needless to say, it will be a while before I book through AirBnB again."
1240,Mrs Cole,GB,7 reviews,"Friday, February 26, 2021, 09:53:13 PM",1,Could clone my identity,"Such a complicated system. They now have my credit card details, my ID and my personal details but I have no idea if my booking is confirmed or not and they can clone my identity. Definitely avoid like the plague"
1241,Ethan Schaffer,US,3 reviews,"Friday, February 26, 2021, 01:38:53 PM",1,Ridiculous company,Ridiculous company. I used them for years and then 3 days before a planned trip they cancel my account for a minor substance charge 7 years ago. I had plenty of excellent reviews and never an issue. These people discriminate.
1242,Hannah Rosie,GB,3 reviews,"Thursday, February 25, 2021, 09:43:40 PM",1,£1400 refund owed!!,"I had booked accommodation through Airbnb, a Georgian loft apartment in Dublin, Ireland for 19th Feb - 21st Feb 2021, to sleep 20 people. Paying a 50% deposit of £1,420.40. I recently contacted the host to discuss the booking, as it was becoming clear that the reservation would not be allowed to go ahead in line with English and Irish Government guidelines; it would have been illegal for the host to accommodate so many people. The host was very unresponsive and eventually told me that he did not know how to issue a full refund, as Airbnb were holding his funds. I contacted the Airbnb support centre who advised me that if I were to cancel my booking the host would have the option to issue me with a full refund, I followed this instruction and cancelled the booking. The host then became unresponsive again, and I have not heard back from him since then. I have been through dispute resolution with the Airbnb support centre twice, and both times the host has refused to provide me with a refund. I understand that Airbnb has a Covid-19 policy in place, but my grievance is that, if Airbnb had not advised me to cancel in order to allow the host to issue a full refund, I wouldn't have, and therefore I would still have had the option to move my booking to a different date, or the host would have been forced to cancel and therefore I would have received a full refund. But by following the advice given to me by an support agent, I have been left with nothing. I have made this booking on behalf of 20 other people, who don't understand why they cannot receive a refund, when the booking was not able to go ahead.As I have mentioned, I have spoken with Airbnb 'support' many times now, and I am getting nowhere. I asked an agent yesterday to advise me how to escalate this and he provided me a link to leave feedback; I do not wish to leave feedback; I wish to obtain the refund that we are rightly owed."
1243,Pauline Rutherford,GB,2 reviews,"Thursday, February 25, 2021, 08:21:08 PM",1,2 Bedroom Detached Bungalow on NC500…,"2 Bedroom Detached Bungalow on NC500 Route, WickI booked this property for June 2021 but it was cancelled in February without any explanation despite repeated messages and emails and it was still being advertised as available.  Absolutely terrible service I think it was automated pretending to be human and therefore only had a stock number of replies. I will never use Airbnb again or recommend them."
1244,the gonz,US,2 reviews,"Thursday, February 25, 2021, 11:46:35 AM",1,No support from Airbnb,Regardless of the property you have booked pray there are no problems. We will call you right back. The don't. On hold for hours. We have your money so tough. They will not be responsible for anything but your credit card. There are alternatives out there just hope it goes smooth otherwise your out of pocket. Book a hotel
1245,Sherri Key,GB,45 reviews,"Thursday, February 25, 2021, 08:07:56 AM",1,I have the booking to prove I booked a…,I have the booking to prove I booked a flat through Airbnb before the pandemic began. Airbnb would NOT refund me despite their own Covid policy. I can't believe Airbnb aren't being held accountable. I would have taken the loss IF I had to cancel for any other reason. Please think before using this company.
1246,At Gina's Place,MX,1 review,"Thursday, February 25, 2021, 04:12:18 AM",1,Airbnb,"To Whom, it may concern,On Feb. 13, 2021, I located a Airbnb in Playa De Carmen through the website in US. All funds paid through Paypal and received an address to view after moving in. I texted the host for distance to city/beach and I was told it was close by at ten mins., but false advertisement on the ad stated she had a car then, I was told there was no car. So I inquired about transportation the Host stated you can use taxi/ bus or rent a car. I informed her I would be turning my rental back in soon. So I informed her I had my 83 year old mother who couldn't walk distance. I decide to rent because I thought It would be easy to navigate and get a taxi. Funds where paid up front and address given through Whatsapp. Upon travel I noted the condo was difficult to get to because of 1/4 mile long rocky dirt road and long distance to walk to front gate. The admin person who let me in stated it may be difficult for a taxi. After he left I noted the internet never would connect, no hot water, home smelled of mildew, no storage for food items. Cat lurking around the condo even got in house before I could leave out. What make things worse is that my son is allergic to cats. To sum things up the host was informed of things as we found them. She said she wasn't aware of boiler not working so no hot water and stated she would check on it. Later, to call back to say a plumber would come the next day. The network and PW given never worked and we work from home. I didn't want to keep complaining to her about problems I found I couldn't connect to the services. At that point I knew that wasn't the place for my family.In closing, I had to take my family to Fiesta Inn in the city to stay because of these issues which, cost 72.00 a night. Airbnb is stating I didn't cancel but, I canceled so many times and received an amount of refund and I also contacted the host as well. Although, it was difficult to cancel I have info in my history of all the times I tried to cancel that same day then, again after being informed it still showed condo being rented by me. There system needs servicing or Im being scammed. Even the Host stated she couldn't work it out on her side. I really don't understand how people don't know there business skills to keep things going, if true. Airbnb stated well we don't give money back unless extreme case because you register more than 28 days. My registration was Feb 14-March 15, 2021 and no where it stated you can only stay a limited time. The total amount taken 1016.00. So my 83 year old mom, son and I got a hotel and Airbnb later only offered me 36.00. So why are they doing business? I've seen too many reviews since my encounter of them withholding funds. there stocks are and I understand why! Beware"
1247,Mark Firth,CO,3 reviews,"Thursday, February 25, 2021, 02:48:53 AM",1,Terrible experience,Terrible experience.  Our host lied to us about the apartment and we wanted to leave early. Air BNB support was some of the worst I have ever experienced and did not help us at all.  I started with them in 2011.  They just lost a client  for life.
1248,Alice Keighley,GB,3 reviews,"Wednesday, February 24, 2021, 12:10:33 PM",1,If I could give 0 I would....Refusing a…,If I could give 0 I would....Refusing a refund despite the English government enforcing a travel ban. Absolute money making scam artists.
1249,Douglas,US,3 reviews,"Tuesday, February 23, 2021, 09:47:31 PM",1,Airbnb refused to provide a refund despite admitting that the host violated their own policies,"I had to cancel a booking because the host had not disclosed a camera in the section of the listing that Airbnb requires it to be disclosed. Found out later about the camera and requested to cancel but Airbnb refused. Cancelled it mysefl and after three months of customer service reps dragging out my case, not responding, not answering my questions, Airbnb still refused to provide a refund."
1250,Mrs Begum,GB,7 reviews,"Tuesday, February 23, 2021, 09:36:38 AM",1,Airbnb is ffing ridiculous.i have…,Airbnb is ffing ridiculous.i have been conned on it. They took my money and ran off. Turned out it was a scam artist!!!! I asked for help on airbnb they refused to help saying they can't do anything as its not their site. It is their site how the hell was i meant to know these scam artists work like that! If any host msg you about any places double check guys if its legit or not. Airbnb are no help.
1251,Carlos Medina,US,1 review,"Tuesday, February 23, 2021, 02:02:09 AM",1,I wish there were negative stars,"I wish there were negative stars. I’m being generous giving them a star. Where to begin. We don’t live in a perfect world. When something goes wrong they are at a complete loss as to how to correct the situation. The first reservation I ever made with them was the first disaster. The host couldn’t make the dates that we had ALREADY booked available so he canceled. So he said anyway, Airbnb still showed it as good. Imagine our surprise to not have a place to stay. I called support expecting a reasonable way to transfer the money I had already paid into a different booking. Well nobody on the telephone could help me. I was told I would get a call from a support agent shortly. Two hours later I called back wondering if they forgot. I called again 2 more times. Finally after sitting in a parking lot for 4-1/2 hours in a car full of kids I got a call! That conversation took two more hours and because they took so long we weren’t able to find anything for that night!                   Another problem is that you don’t know where you’re booked until after the fact (in one case not even then). If I had access to any information about the actual complex my second reservation was I would have never made it. I ended up at a crime infested complex with ineffective security. Somebody peeled the tags off our license plate while we were parked RIGHT NEXT TO THE SECURITY POST! We asked security how they missed that and they said we were making it up. We checked out early with Airbnb promising to refund the balance, but days later I can’t get anyone on the telephone that can tell me the amount of my refund or if I can forward it to another reservation. I was told to expect a call three days ago and again 5 hours ago. This is the ONLY company I have ever dealt with that can’t tell me my own balance. Thank god there’s competitors."
1252,Rashid Sultan,AE,2 reviews,"Monday, February 22, 2021, 10:44:54 PM",2,As an airbnb host I think the fees are…,"As an airbnb host I think the fees are obscene, The startup costs of joining their platform as a host is also very expensive. Sadly the support isn't great either."
1253,Stefan Wright,BE,1 review,"Sunday, February 21, 2021, 08:54:40 PM",1,Been an airbnb customer for months now…,Been an airbnb customer for months now they have decided to block me from making any more bookings all because i didnt use a profile picture of myself to keep myself private and even tho i tried to compromise and offered to change my profile picture they blocked me anyway. Also the host demanded to give my personal and private information when its outside airbnbs policy. Do not use airbnb as they dodgy as hell. Alot of hosts are dodgy too
1254,Edington Zak,US,1 review,"Sunday, February 21, 2021, 06:06:26 PM",1,Don't use Air bnb,"Don't use Air bnb. It's an easy way to get caught up in a bad situation. I was living in hell for some time because a Host lured me off the Air Bnb contract to a ""lease"". As soon as I was off that Air Bnb contract he showed his true colors, ripped me off by falsifying bills, had the new Air Bnbers use my stuff (paper towels ect.) And even assaulted another Air Bnber.  You're better off using a legitimate leasing company or a hotel"
1255,Manon,PR,4 reviews,"Sunday, February 21, 2021, 01:57:03 PM",1,I started to the app few years back,"I started to the app few years back. First place booked for my stay - was garage barely (i would say partially) turned into ""studio"". Bathroom wasn't even finished. Second stay I find out that electricity plug is straight under the sink... If sink started leaking that would be interesting shituation. Third stay - don't bother to expect warm water (I guess would be costly), but that's more about greediness of the owners. I asked about the water and was blatantly lied by owner... 30 minuts of running water it still was ice cold.Another stay - place was illegally converted without any inspection ir approval. THAT shouldn't surprise anyone... Clearly Airbnb doesn't care about anything, so why would they care about your safety???And of course none of these places had any smoke detector, extinguisher or even anything for you to get out should it catch on fire...Btw, i still gave good ratings to ""hustling renters"" as they comply with Airbnb requirements perfectly (or friend who ordered Airbnb for me did) but Airbnb doesn't care, doesn't require apparently a thing from people who rent out... So Airbnb has low rating from me..."
1256,P. W.,US,2 reviews,"Saturday, February 20, 2021, 10:11:42 PM",1,The Absolute Worst in Every Category!,"My personal opinion:Where to start with this really, really, bad company??I am a host.  I rent my furnished apartment for $80 per night, everything included (Netflix, Prime, Alexa, WiFi, etc.).  I also offer complimentary housekeeping on occasion --- So my expenses are a bit high.  My rate is very, very reasonable given my expenses --- but I do earn a bit of money at the end of the day.I have a vested interest in the property.  I purchased the real estate, furnished the apartment, maintain the property, pay the utilities and property tax.  I have a LOT at stake.AirBnB has very little at stake.  They are simply an advertising platform and run a website.  That's it!Here's AirBnB's cut on a 45 night stay:Additional money collected from the Guest over and above the nightly rate:Guest Service Fee $393.74Occupancy Tax      $482.09Deducted from the Host before payment is made:Host Service Fee   $111.25So the GUEST pays $4584.13 and the HOST earns $3597.05 for 45 nights!  That is a $1,000 difference for using an advertising platform.But that's not the worst.  AirBnB does not give the host all of the money at once.  They release 30 days rent at a time.  So the money trickles in to the HOST, even though the GUEST pays 100% upfront.But that's not the worst.  Should AirBnB decide to ""adjust"" a HOSTS account, they simple deduct payments due, and it's up to the HOST to fight with AirBnB to get their money back . . . . money that has been automatically deducted from their BANK ACCOUNT!Yes, AirBnB says there are different ways for a HOST to be paid, but all tied back to a bank account or credit card where AirBnB can ""nilly willy"" take funds on a whim without justification leaving the HOST to try to ""prove"" to AirBnb that the ""adjustment"" may have been erroneous.  Well, this is one reason why there is a class action suit pending against the company.Zillow.com has a much more friendly platform, no additional fees to either the host or guest, and a written agreement that can be easily modified on a more personal level, between host and guest without AirBnB deducting their ""commission"" for legitimate cancellations, and other ""upsets.""This is simply a bad company on every level and for everyone involved, EXCEPT Brian Chesky, AirBnB CEO.  I recommend using a more reasonable platform like Zillow.com, Trulia.com and a few others for non-commissioned short term rentals cutting out the middleman, aggravation, and upset.I simply can not recommend on any level."
1257,Alex van de Kamer,AU,2 reviews,"Monday, October 11, 2021, 03:27:57 AM",1,Still no outcome! Airbnb?? How? Why?,"I have been a member of Airbnb and have had my own listing for many years. I am a superhost with a 4.9 rating and have hundreds of positive reviews. I have always promoted Airbnb and have worked hard to be a positive member of the Airbnb community. I have always been so impressed by how they treat guests an hosts alike. Which is why it has blown my mind that with no warning, reason or contact my account has been deactivated. I had guests checking in yesterday that I cannot contact and who cannot contact me, I have months of bookings and have not been told what has happened to them, I cannot even log into my account. No on is getting back to me or giving me answers. I cannot believe I could be treated so poorly after years of working together 😢Still no outcome! Sad to know there are companies like Airbnb."
1258,Ruby Gibbens,GB,1 review,"Thursday, February 18, 2021, 09:34:27 PM",1,Charged during lockdown,"Airbnb charged me for a room during the Covid lockdown and refused to return the money even though I’d asked for the date to be postponed months before. Now I find out the company has no formal complaints procedure, just a feedback service. Shocking for a company so big. This is the worst customer service that I have ever received."
1259,Ainis Ainis,GB,3 reviews,"Thursday, February 18, 2021, 06:24:26 PM",1,Rubbish company. AVOID at all costs!,"Rubbish company. I have requested to book one house in Spain, at a cost of 800 pounds, entered my details etc. The request has been cancelled by the host. I have requested another one and again, the same story. Done this 4 times now. Then I have had a look at my bank account, 2,8k pounds were frozen since yesterday. These are the money I will have had for the holiday. When I have contacted the customer service, someone called Gilad, Airbnb Community Expert has answered. What an arrogant shitster that was. He (or she) has claimed that it is the bank I have to speak to and that the AirBNB has nothing to do with it.But I have used AirBNB, not the bank.Later spoken to Angelica N, the Support Ambassador. Same S***t from different hands. Been told that it is my fault that I have tried to book a few places and obviously my money has been frozen in case the owner will accept my request. Had this for 4 times and 2,8k later I am honestly shocked at how this company operates. Rubbish company. AVOID at all costs!"
1260,Danielle DeSantis,US,1 review,"Thursday, February 18, 2021, 04:25:43 AM",1,Airbnb is an Ebay auction for the…,"Airbnb is an Ebay auction for the highest bidder. I tried booking 2 Reservations today . The first request was rejected because I wasn't staying 7 nights however the owner did not state this was a ""requirement"" anywhere in his description of the property. Clearly he wanted to make more money but I spent alot of time narrowing my options , only to be rejected because he wasn't clear in his communication that he required a 7 night minimum. Is this what airbnb is now? Greedy condo owners that sneakily hide their 7 night minimum and wait for the best sale? The second property owner did the same thing. Again, I spent more time I  didn't have searching for another property,  only for the owner to say this time that the property was already booked, yet it was clearly available when I booked it. What is going on? Now my card has a $1,300  hold on it for a condo that the owner had no intention on renting to me probably also because he too wants a 7 night minimum without stating it in the description. Apparently they wait for the highest bidders to come in. Is airbnb an ebay auction now?  I wasted 2 hours of my time today getting nowhere with fake ads on airbnb with greedy property owners. What a huge disappointment and scam."
1261,Diane Guntley,GB,7 reviews,"Wednesday, February 17, 2021, 09:23:11 PM",1,Made a booking 18 months ago had to…,"Made a booking 18 months ago had to change the booking due to COVID now the host has cancelled . Airbnb have refunded my money to a cancelled credit card, I have no idea who the issuing bank was or the card number . They claim that they can not refund to a different card . All this was done very quickly.  I have another booking with them and was going to suggest they kept the money as a credit to pay towards the balance of this accommodation. I mentioned this to a colleague who told me they had experienced the same situation it took nearly 6 months to get their money back. The only way of contacting Airbnb is to use the messaging service which means that you are probably speaking to some untrained junior call centre worker . Asked for this issue to be escalated to manager got a cheeky message back saying the decision was final . Very dissatisfied beware of being caught out this way"
1262,Shanna Greene,US,1 review,"Wednesday, February 17, 2021, 03:08:55 PM",1,"DON'T BOTHER, GET A HOTEL",I booked a house 6 weeks in advance and the host cancelled on me a week before my reservation. Airbnb sent me a coupon code for $63 for my inconvenience but I had to spend an additional $200 to use it. I've had 6 airbnb's and only 1 was acceptable. I'd rather use a hotel. They are more professional.
1263,Antonio Teixeira,PT,26 reviews,"Wednesday, February 17, 2021, 10:19:18 AM",1,Cancellation policies in times of covid…,Cancellation policies in times of covid are absurd! Airbnb never again!
